,223244 ,04.14.02.015-4,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.016-2,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.017-0,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.020-0,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.021-9,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.024-3,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.024-3,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.029-4,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.035-9,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.036-7,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.037-5,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.038-3,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.040-5,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.041-3,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.042-1,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.14.02.043-0,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,04.15.04.002-7,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,05.03.03.005-8,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,07.01.07.001-3,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,07.01.07.002-1,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,07.01.07.003-0,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,07.01.07.004-8,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,07.01.07.005-6,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,07.01.07.006-4,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,223244 ,07.01.07.007-2,Cirurgião dentista - patologista bucal,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
