,225170 ,04.04.01.007-5,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.008-3,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.009-1,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.010-5,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.011-3,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.012-1,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.013-0,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.015-6,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.016-4,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.017-2,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.018-0,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.019-9,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.020-2,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.021-0,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.022-9,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.023-7,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.024-5,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.025-3,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.025-3,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.027-0,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.028-8,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.029-6,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.030-0,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.031-8,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.032-6,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.032-6,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.034-2,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.035-0,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.036-9,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.037-7,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
,225170 ,04.04.01.038-5,Médico generalista,1,1,2023-08-16 15:33:03,2023-08-16 15:33:03
